url,label
sonnyterryandbrowniemcghee.blogspot.com/,1
elcivismo.com.ar,0
cjob.com/Channels/News/Hamilton/story.aspx?ID=1183703,1
my-paypal.de/konto/77909/index.php,1
pricescope.com,0
youtube.com/watch?v=b0LIreBpusY,1
eventric.com,0
rocketsites.co.uk,0
nwdigits.com,0
www.webring.com/hub?ring=blogs,1
coldcreekauction.com/includes/.srv/srv/gate.php,1
http://top5bestwebhosts.com/index.php?view=article&catid=1:latest-news&id=47:webmasters-choice&tmpl=component&print=1&layout=default&page=,1
kivy.org,0
bookrags.com/lens/go.php?u=Republican_Party_%28United_States%29,1
http://lessenceimage.com/index.php?option=com_content&view=article&id=12:lessence-eventos&catid=1&Itemid=8,1
http://www.bandabiografia.com.br/index.php/agenda/details/272-formatura,1
centralscotlandlettings.co.uk,0
iclnoticias.com,0
potilaanlaakarilehti.fi,0
md-crimea.ru,0
fandango.com/ernesttruex/information/p71921,1
radio.userland.com/userGuide/advanced/techNotes/linkToRssFromHtml,1
https://volume91.com/rus1?gregrose@yahoo.com&amp;code=cggkqweixe,1
henselite.com,0
www.dicecollector.com/DUPS.HTM,1
archive.org/stream/StateOfMinnesotaPayrollDatabaseFeb2009/MN-execBranch-Jan2009_djvu.txt,1
facebook.com/pages/Transform-122/143279842360367,1
hexeum.net,0
ferdvixtee12.h19.ru/Informativo-Online07/Central-Atendimento/,1
bbb.org/kansas-city/business-reviews/schools-business-and-vocational/centriq-training-in-leawood-ks-99126154,1
https://betasus31.blogspot.com/,1
r2r.io,0
btsgpw.cn,0
http://27.41.224.202:42504/Mozi.m,1
blancavungtau.net.vn,0
zerochan.net,0
timewatch.co.il,0
sfetd-douleur.org,0
jettools.ru,0
gz600.cn,0
1shangye.cn,0
home.earthlink.net/~fmtrading,1
http://buzzfil.net/article/5664/photo-look/voici-le-top-25-des-agents-qui-savent-se-divertir-2.html?href=inner_website,1
www.faqs.org/faqs/emulators-faq/,1
articles.courant.com/keyword/bob-steele,1
gmktec.com,0
baseball-almanac.com/players/player.php?p=fishesh01,1
www.avalanchepress.com/game1898.html,1
britannica.com/blogs/2011/09/disappearance-everett-ruess-5-questions-biographer-historian-philip-fradkin/,1
http://www.tanzeuro2011.de/index.php?option=com_content&view=article&id=57&Itemid=64,1
basebookie.com,0
new882.info,0
yakuza303login.live,0
ahi2000.com/studyzone,1
bussiness.08342.kingdream.kz/login-error.php?login=1063d5b5c554c81b3b2b425cde75e2ed,1
customprint.market,0
motownscuba.com/ekf6/encripted/ssl218.site/login.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5577d49f623e760af396fbf7d94c9a121577d49f623e760af396fbf7d94c9a121,1
dcap.com,0
www.runascape.info/m=weblogin/loginform.php?mod=offence-appeal&ssl=0&des=1&expired=0&dest=account_history.ws,1
fvqvus.cn,0
bestbuyads.com,0
online4mba.net/category/mcgill-university,1
mehstg.com/fans.htm,1
kazirangauniversity.in,0
dktelecom.net.br,0
eads.com,0
bjsd88.cn,0
twitter.com/Lola_NoBunny,1
http://galiciainterior.com/component/misterestate/index.html?act=object&task=showEO&id=211&lang=,1
http://www.philharmonia-chor-stuttgart.de/konzerte/vorschau/140-samstag-9-februar-2013-19-uhr,1
amazon.com/s?ie=UTF8&rh=n%3A163856011%2Ck%3ABobby%20Breen&page=1,1
fb-market-place-nissan10101388342.000webhostapp.com,1
canadaonline.about.com/od/federalliberals/p/stephanedion.htm,1
imcgrupo.com,0
core12.ru,0
hfboards.com/showthread.php?t=681077,1
shark-helmets.com,0
www.luciodiaenoite.com.br/novosite/admin/indo.php,1
http://www.wsnc.org.au/component/jcalpro/view/1188,1
videocdnmetrika50.com,0
dawgpounddaily.com/2011/09/20/around-the-nfl-kansas-city-chiefs-debacle-reminiscent-of-2008-browns/,1
bloodyelbow.com/2011/8/19/2372745/from-american-top-teams-weblog-a-few-fighters-treat-the-camera-to-an,1
sprintcenter.com/,1
finance.yahoo.com/q?s=cedc,1
rafoc.org/,1
answers.com/topic/the-other-boleyn-girl-film-1,1
leaguelineup.com/welcome.asp?url=cysl-soccer,1
sfvalleyflowers.com/,1
m77casino6.digital,0
nickels-design.de/ja/big/df2g43dfg3df1g1d51gr51g5d11gf2d231g5fd5g5df5g5dfgdfdhsrdsfsd1fsd1f1sdf2sd1f21sd231f3s2d1f2ds1fd2s1f2sd13f21s3d21f23sd1f21sd21f2sd12f1se51f5e1f51s32d1f21sd21f2e1f212s121f21e21f15se151fa3d2sa1d23w15a64d8wa4d8aw49d45sa432d18a94d4wa86465s4d89wa4d748/,1
book.bestwestern.com/bestwestern/US/CA/Beaumont-hotels/BEST-WESTERN-El-Rancho-Motor-Inn/Hotel-Overview.do?propertyCode=05300,1
kevinobrienbooks.com/bio.html,1
metrolyrics.com/shell-be-comin-round-the-mountain-lyrics-john-denver.html,1
footland.dz,0
http://elcomercio.pe/tvmas/farandula/milett-figueroa-no-hablara-mas-su-video-intimo-noticia-1810997?flsm=1&ref=portada_home&ft=mod_tvmas&e=titulo,1
http://www.italy-itf.com/index.php?option=com_content&view=article&id=101&Itemid=105,1
uwo.ca,0
tools.ietf.org/html/rfc3596,1
didacto.com,0
medlibrary.org/medwiki/7th_Infantry_Regiment_(United_States),1
ducks.nhl.com/club/player.htm?id=8474644,1
http://www.liderplan.com/consultoria/diseno-e-imagen-corporativa?tmpl=component&print=1&page=,1
radio.cz,0
http://221.210.211.13:52030/Mozi.m,1
www.cs.arizona.edu/patterns/weaving/books/sa_dict_7.pdf,1
smartscf.cn,0
propagation.net,0
http://creche-hermonville.com/index.php?option=com_content&view=article&id=70&Itemid=79&fontstyle=f-default,1
http://www.beckundbrauchle.de/x.txt,1
quick.com.br,0
yelp.com/biz/william-crow-jewelry-denver,1
http://dualphone.cz/dualphone-3088-fotogalerie/4-dualphone-3088-fotogalerie/detail/45-9999?tmpl=component&phocadownload=1,1
3xkod.com,0
serwer07.pl,0
jff03jfkmem349fjvd.blogspot.com/,1
bmw-abudhabi.com,0
ftrans05.com,0
c4wrestling.com/community/index.php?topic=1015.10,1
http://extrememortgagesolutions.com.au/about-us.html,1
arguscarhire.com,0
greatschools.org/arkansas/trumann/,1
etadbir.com,0
www.cambridge.org/uk/catalogue/catalogue.asp?isbn=0521392675,1
pedalmag.com/?p=143181&c,1
en.wikipedia.org/wiki/A_Man_and_His_Music_%2B_Ella_%2B_Jobim,1
discerningassets.com,0
9c01r.cn,0
allmoviephoto.com/c/JamesWoods.html,1
en.wikipedia.org/wiki/Handsome_Furs,1
hljfkw.cn,0
webtest.net,0
psce.pw,0
cheapflights.com,0
diefalsche9.de,0
seventeen.com/entertainment/features/tyler-blackburn-interview,1
http://txellwebs.com/blog/wp-content/scap/0f3b500cdb2f850d4d281318c0d500d1/webscr.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcf0d778878417ad5e76ac7d55b5d95db0f0d778878417ad5e76ac7d55b5d95db0,1
jogger.pl,0
shopcenter.bg,0
seisim.com,0
wineanddesign.com,0
maximediaproductions.com/mceuen/johnmceuen_guit.html,1
zhspfw.com,0
opapi.win,0
medika7c7.com,0
nemopix.xyz,0
invisionpower.com,0
http://www.yzsyedu.com/detail.aspx?typeid=14,1
people.famouswhy.com/jill_schoelen/,1
cloudhq-mkt3.net,0
vinoscalyptra.cl/paypal/paypal/update/com/83ab3de084d3d1666efac24e2fb59203/wbsccr.php?amp;dispatchX85d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43655a4e1972cc55b7922a2ee7a74b58e8895a4e1972cc55b7922a2ee7a74b58e889&cmd=_Processing,1
wannonce.com,0
treehugger.com/files/2009/01/5-food-films-deserved-oscar-nomination.php,1
celebritymoviearchive.com/tour/name.php/1509,1
http://openup.nl/activiteiten/open-up-tour/festivals?vsig19_0=9,1
pros-aviationservices.com/,1
officialgazette.gov.ph,0
http://www.knaul-beyer.de/index.php?option=com_content&view=article&id=57&Itemid=62,1
kompass.com/guide_gs53_en_ww/manufacturing-1.html,1
blog.lib.umn.edu/raim0007/wost3307/4_women_of_color_filmmakers/,1
http://www.nubiafarias.com/v1/index.php?view=article&catid=2:servicos&id=7:orientacao-profissional&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=8,1
revasolar.ro/~glossysp/wp-includes/js/www/secure.paypal/index.html,1
zillow.com/homes/for_sale/River-Market-Kansas-City-MO/,1
http://www.escolareiarthur.com.br/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=06&catids=84|92&Itemid=29,1
mybutchershoppe.com/,1
http://www.apple-launcher.com/sd/appleids/store/confirm/sir/mlle/mc/cdop/upple/true/false/pass-true/store-usa/08f3c476748a0392b1bc5ec6a4da6086/,1
gooob.com,0
thedrardisshow.com,0
www.centralconnector.com/GAMES/fob.html,1
bipandgo.com,0
journyx.com,0
fm-kyoto.jp,0
ucngame.com,0
nbcsandiego.com,0
lotusarise.com,0
https://code.jivosite.com/widget/rowHBLFXlj,1
jujusk.com,0
smartads.tech,0
nic.pub,0
mo84.ru,0
digital.lib.csus.edu/curr/,1
dragonball.wikia.com/wiki/Aoi_Kimidori,1
thecanadianencyclopedia.com/PrinterFriendly.cfm?Params=A1ARTA0002887,1
atlaspro.in,0
baofyy10.tv,0
pokepara-tainew.jp,0
jsonline.com/newswatch/131521743.html,1
genforum.genealogy.com/duquette/,1
newworldencyclopedia.org/entry/Bruno_Walter,1
ungava-adventures.com/en/trip-packages/caribou-hunting/caribou-hunting-in-northern-quebec,1
stockio.com,0
sozdik.kz,0
http://www.plumtreegolf.com/sejeal.jpg,1
freepick1.com/free-college-football-picks/nebraska-cornhuskers-vs-wisconsin-badgers-football-college-predictionsfree-college-football-pick-against-the-spread/,1
epctv.com/channels/CFTU-TV_(Ch_29)_Montreal-Online-Watch-1129.htm,1
linkedin.com/pub/dir/sue/downey,1
nurse.com,0
www.literature-study-online.com/essays/alice_video.html,1
http://couchtuner.eu.com/2014/08/anger-management-s2-e69-charlie-does-time-with-the-hot-warden.html,1
spoke.com/info/p8HfpBr/DanaNeilson,1
trexlive.me,0
faculty.babson.edu/reck/mis3570f99/syl3570f99.html,1
http://www.eca.edu.au/why-eca-continue/index.html,1
boatcast.jp,0
ns-services.net,0
bkktoy.com,0
pets.edu.vn,0
vietnamobile.com.vn,0
cliftoncameras.co.uk,0
dupemonkey.com/hotfile-avast-internet-security-5-0-594-final-cle-d-activation/139237,1
youtube.com/watch?v=NlxSzptVmKM,1
boston.com/yourtown/needham/articles/2009/08/23/married_couple_achieve_rare_oakley_cc_golf_feat/,1
searchserverapi.com,0
clicktoenjoy3.blogspot.com/,1
paypal.com-ca.cgi-bin.webscr.cmdflowsession.5evz-w6sy-2cv1um6beooyfoha0tgg1rj8mso2gsy6.wy3e7zoy6mq.msy-dispatch.5885d80a13c0db1f8e263663d3ee1bed6d43d.geeksundercover.com/paypal/paypal/e3e167fa18486787ea14b2ea75ec4925/,1
terminartors.com/artistprofile/Colescott_Robert,1
deidramarcus.com/,1
celebnextdoor.com/celebs/Keyshia-Cole/,1
teconis.com,0
e-ieppro7.com,0
multigamessl.com,0
handheldlib.blogspot.com/2005_03_01_handheldlib_archive.html#111158456878414207,1
sciencemuseumdiscovery.com/blogs/insight/electronic-musicians-wanted/,1
transmissioning.org/,1
evri.com/person/shaun-marcum-0x65713,1
buckeyeplanet.com/forum/professional-football/624110-cleveland-browns-2011-season.html,1
playbleachsr.com,0
cloudling.com.cn,0
ngoox.com,0
finance.yahoo.com/news/Quebecor-Media-Inc-Adoption-iw-1606207852.html,1
http://distractify.com/post/related/id/541831754a0c4bd3048b6a53/skip/20/limit/10/back/0,1
server-dns.com,0
aromatizarmayorista.com.ar,0
the-spin-off.com,0
vape60shop22.com,0
http://paypal-support-help-uk.com/,1
999xp.global,0
play0ad.com,0
gaydia.com/,1
myvalley.it,0
http://www.rauschlicht.de/index.php?option=com_mailto&tmpl=component&link=8c53867b891673e196387a0cab1c6036216a03bc,1
aboutfilm.com/movies/n/nedkelly.htm,1
http://xyqx168.com/images/?ref=http%3A%2F%2Ftbaoletus.battle.net%2Fd3%2Fen%2Findex,1
heathcrest.info,0
www.cdc.gov/niosh/topics/emres/business.html,1
i70.mobi/,1
lktransfer.com,0
http://www.familienbund.org/index.php?option=com_content&view=article&id=243:familien-brauchen-auch-mehr-zeit&catid=2:aktuelles&Itemid=23,1
qwertysqoncepts.com/2008/12/14/its-no-toyotathon-without-you/,1
telnet.sk,0
xyzbmojn.net,0
artistdirect.com/artist/seasick-steve/3862324,1
boots.com/en/Opticians/,1
austinkayak.com,0
eastsidegames.com,0
http://mylust.com/videos/69533/fat-ass-indian-mom-with-big-saggy-boobs-is-banged-hard-missionary-style/,1
rurutube.top,0
jigsaw.com/scid13870333/joseph_matzo.xhtml,1
tjhuayue.com.cn,0
myspace.com/columbus_short_fan_page,1
unboundmerino.com,0
bloguay.com/ttynvo/2011/11/13/howard-dully-online/,1
lineauno.pe,0
https://toulousa.com/omg/104EYJSFYHMS.exe,1
trimo-modularunits.com/contact/,1
linear1.org/mods/,1
appservicefeedback.com,0
http://hmbwgroup.com/wp-includes/js/tinymce/themes/modern/fr.exe,1
http://www.janes-lock.com.cn/product.asp?sortid=14,1
http://www.newstudy.net/community/Web_nList.aspx?page=2&acaidx=0&sflag=1&mflag=NOT&where_s=n_Sub&keyword_s=,1
cdc.gov/ncidod/EID/vol10no4/03-0343.htm,1
blastro.com/news/legendary-hieroglyphics-crew-announce-release-of-new-clothing-line.html/,1
lrsd.net/Schools/CJS/,1
ankarasigorta.com.tr,0
gashooters.com,0
epiwebservices.com,0
speednic.eu,0
centerfold.com/,1
123people.co.uk/s/charles+wilson,1
http://nguyentandung.org/quy-dinh-dat-ho-ten-va-chu-dem-khong-duoc-qua-25-chu-cai-la-vuot-hien-phap.html,1
jmsuc.cn,0
http://papillon-vole.fr/index.php?option=com_virtuemart&page=shop.browse&category_id=45&Itemid=22,1
ezygo.app,0
foruneneko14.com,0
http://www.attow.com.br/index.php/es/component/mailto/index.html?tmpl=component&link=8377a381981565f390b6b597558576f652902d09,1
motors.shop.ebay.com/Cars-Trucks-/6001/i.html?Make=Chevrolet&Model=El%2520Camino&_myi=1972%2C1971%2C1970%2C1969%2C1968%2C1967%2C1966%2C1965%2C1964,1
efhsband.com/,1
tweetmeme.com/story/78737902/cjad-player,1
cmt.com/artists/az/steele_jeffrey/artist.jhtml,1
ydentic.com,0
saber008.com,0
firmeninfo.at,0
http://www.szovetseg.eu/feladatok.php?name=hirek&file=article&sid=10,1
http://www.eendrachthummelo.nl/index.php?option=com_content&view=article&id=256:nieuwjaarsborrel-en-jubilarissen&catid=48:nieuws&Itemid=62,1
xvtc.cn,0
homepages.rootsweb.ancestry.com/%7Elheureux/lh1/d0072/g0000004.html,1
http://www.oratoriosanfelipeneri.com.mx/parroquia-s-b/san-jose.html,1
vardagsperspektiv.se,0
ethiopianreview.com/forum/viewtopic.php?f=2&t=19096,1
hotel-emshof.de,1
firstranker.com,0
brokencontrollers.com/hometownstations-com-wlio-lima-oh-news-weather-sportsno-16-bama-tops-wichita-st-to-gain-tip-off-t33237484.php,1
www.firdalej.waw.pl/wp-content/uploads/2012/10/start.do.html,1
ansi.org,0
en.wikipedia.org/wiki/Wanda_Hendrix,1
http://allegro.pl/listing/listing.php?id=8845&order=m&string=%7Bstring%7D&bmatch=seng-ps-mp-p-sm-isqm-2-e-0402,1
http://www.smk86.ru/index.php,1
irccloud.com,0
hotelplanner.com/Hotels/15940-NEAR-Athens-Concert-Hall-Megaron-Moussikis,1
ziraat-2018mobilinternetsubem.com,1
ramavps.com,0
fjbj.com.cn,0
pelisplus2.legal,0
celebs.softrecipe.com/Michele-Scarabelli.html,1
sickkids.ca,0
optaim.com,0
lead411.com/company_NorwaySavingsBank_Harmon_20235.html,1
pestcontrolexterminator.net/countries/united-states/bed-bug-registry-state-rhode-island.html,1
http://www.sikobv.eu/nl/component/content/article/2-voorpagina-tab/118-ml.html,1
