url,url_length,num_dots,num_slashes,num_hyphens,has_https,has_ip,kw_login,kw_verify,kw_update,kw_secure,kw_account,label
ziplocal.ca/companies/2663-Abitibi-Consolidated-Inc,51,1,2,3,0,0,0,0,0,0,0,1
local.yahoo.com/info-15850812-wlio-lima,39,2,1,3,0,0,0,0,0,0,0,1
yyg.app,7,1,0,0,0,0,0,0,0,0,0,0
hostoy.com,10,1,0,0,0,0,0,0,0,0,0,0
www2.redhongan.com/js/?mod=www,30,2,2,0,0,0,0,0,0,0,0,1
steamcito.com.ar,16,2,0,0,0,0,0,0,0,0,0,0
hyperair.com,12,1,0,0,0,0,0,0,0,0,0,0
resplendence.com,16,1,0,0,0,0,0,0,0,0,0,0
joeyking.net/,13,1,1,0,0,0,0,0,0,0,0,1
5modal138.net,13,1,0,0,0,0,0,0,0,0,0,0
ciuzz.id1945.com/ngookk/index.html,34,3,2,0,0,0,0,0,0,0,0,1
http://eurokert.eu/index.php?view=article&id=87:gepi-foeldmunkak&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=201,138,2,3,1,0,0,0,0,0,0,0,1
faceswapper.ai,14,1,0,0,0,0,0,0,0,0,0,0
brassmein.com/safety/,21,1,2,0,0,0,0,0,0,0,0,1
youtube.com/watch?v=9VvRecyOPDc,31,1,1,0,0,0,0,0,0,0,0,1
rencontres-sanslendemain.com,28,1,0,1,0,0,0,0,0,0,0,0
afterhourspotomacsept22.eventbrite.com/,39,2,1,0,0,0,0,0,0,0,0,1
eden-tech.com/site/plugins/editors/FORM-UPDATE-MYBSN.htm,56,2,4,3,0,0,0,0,1,0,0,1
hnzjjls.cn,10,1,0,0,0,0,0,0,0,0,0,0
reuters.com/finance/stocks/companyOfficers?symbol=JNX.V&WTmodLOC=C4-Officers-5,78,2,3,2,0,0,0,0,0,0,0,1
quenchbotanics.com,18,1,0,0,0,0,0,0,0,0,0,0
rentokil-terminix.com,21,1,0,1,0,0,0,0,0,0,0,0
05ab.cn,7,1,0,0,0,0,0,0,0,0,0,0
odza.cn,7,1,0,0,0,0,0,0,0,0,0,0
dragtotop.com/hebephilia,24,1,1,0,0,0,0,0,0,0,0,1
surftank5.com.br,16,2,0,0,0,0,0,0,0,0,0,0
sportsecyclopedia.com/nhl/nyi/nylsanders.html,45,2,3,0,0,0,0,0,0,0,0,1
http://www.bruynzeelmultipanel.be/index.php?option=com_content&view=article&id=80&Itemid=98,91,3,3,0,0,0,0,0,0,0,0,1
ezzed.com,9,1,0,0,0,0,0,0,0,0,0,0
defensecdn.com,14,1,0,0,0,0,0,0,0,0,0,0
http://www.winnerhydraulicsusa.com/webstore/store/listcategoriesandproducts.asp?idcategory=130,94,3,5,0,0,0,0,0,0,0,0,1
http://www.vmsdoorsolutions.nl/latest-news/53-mets-2009.html,60,3,4,3,0,0,0,0,0,0,0,1
gstad.ru,8,1,0,0,0,0,0,0,0,0,0,0
unostentatious-desi.000webhostapp.com,37,2,0,1,0,0,0,0,0,0,0,1
shitsuren-tarot.com,19,1,0,1,0,0,0,0,0,0,0,0
absoluteastronomy.com/topics/Andalusian_people,46,1,2,0,0,0,0,0,0,0,0,1
ant1live.com,12,1,0,0,0,0,0,0,0,0,0,0
amazon.com/s?ie=UTF8&keywords=CKY&rh=n%3A283155%2Ck%3ACKY&page=1,64,1,1,0,0,0,0,0,0,0,0,1
torrentreactor.net/torrents/1714637/Count-Basie-Orchestra-Live-at-El-Morocco-Telarc-FLAC,88,1,3,8,0,0,0,0,0,0,0,1
www.ranches.org/swamp.htm,25,3,1,0,0,0,0,0,0,0,0,1
users.breathe.com/l-emmett/,27,2,2,1,0,0,0,0,0,0,0,1
whvn.cc,7,1,0,0,0,0,0,0,0,0,0,0
distance.services,17,1,0,0,0,0,0,0,0,0,0,0
dhu.de,6,1,0,0,0,0,0,0,0,0,0,0
cia367.com,10,1,0,0,0,0,0,0,0,0,0,0
http://www.vakantiehuislereve.nl/index.php?view=category&catid=2&page=2&catpage=1&option=com_joomgallery&Itemid=82,114,3,3,0,0,0,0,0,0,0,0,1
rentals.com/Ohio/Cleveland/,27,1,3,0,0,0,0,0,0,0,0,1
thefullwiki.org/Coastal_management,34,1,1,0,0,0,0,0,0,0,0,1
psc.go.ug,9,2,0,0,0,0,0,0,0,0,0,0
linkedin.com/pub/chris-webster/0/181/a4b,40,1,5,1,0,0,0,0,0,0,0,1
ebf.eu,6,1,0,0,0,0,0,0,0,0,0,0
http://viticoltura.net/index.php/chi-siamo/dott-edoardo-monticelli.html?tmpl=component&print=1&page=,100,3,5,3,0,0,0,0,0,0,0,1
classicslot777.com,18,1,0,0,0,0,0,0,0,0,0,0
spiritus-temporis.com/24-april/deaths.html,42,2,2,2,0,0,0,0,0,0,0,1
www.ddj.com/cpp/184403777,25,2,2,0,0,0,0,0,0,0,0,1
invia.sk,8,1,0,0,0,0,0,0,0,0,0,0
agencjaks.pl,12,1,0,0,0,0,0,0,0,0,0,0
zumbakuba.com/new-wp/vodasecurity_account_update.html,53,2,2,1,0,0,0,0,1,0,1,1
awsdns-25.net,13,1,0,1,0,0,0,0,0,0,0,0
plantsgalore.co.ke,18,2,0,0,0,0,0,0,0,0,0,1
livitoto789.com,15,1,0,0,0,0,0,0,0,0,0,0
tophostinginindia.com,21,1,0,0,0,0,0,0,0,0,0,0
ldmvik.cn,9,1,0,0,0,0,0,0,0,0,0,0
frankivsk-future.com.ua,23,2,0,1,0,0,0,0,0,0,0,0
forumjar.com/list/871,21,1,2,0,0,0,0,0,0,0,0,1
themezon.net,12,1,0,0,0,0,0,0,0,0,0,0
buffalobills.com,16,1,0,0,0,0,0,0,0,0,0,0
emvisesa.org,12,1,0,0,0,0,0,0,0,0,0,0
cqdqwx.cn,9,1,0,0,0,0,0,0,0,0,0,0
imedhospitales.com,18,1,0,0,0,0,0,0,0,0,0,0
www.zumbadvdreviews.org/wp-includes/css/Post/onl_kdl_login.proceed.htm,70,4,4,1,0,0,1,0,0,0,0,1
admixdj.com,11,1,0,0,0,0,0,0,0,0,0,1
guardian.co.uk/artanddesign/2011/apr/03/ai-weiwei-detained-chinese-police,73,2,5,4,0,0,0,0,0,0,0,1
omnisdns.net,12,1,0,0,0,0,0,0,0,0,0,0
aimath.org,10,1,0,0,0,0,0,0,0,0,0,0
meteorombas.fr/siginnowoebysignowebysignon.php,46,2,1,0,0,0,0,0,0,0,0,1
informantonline.com.ng,22,2,0,0,0,0,0,0,0,0,0,0
metrodemontreal.com/green/stlaurent/index.html,46,2,3,0,0,0,0,0,0,0,0,1
1gzakaz.ru,10,1,0,0,0,0,0,0,0,0,0,0
pr-inside.com/martinique-jazz-festival-lineup-released-r1554722.htm,67,2,1,6,0,0,0,0,0,0,0,1
rhgs.ca/trade/viewtradeorder.htm,32,2,2,0,0,0,0,0,0,0,0,1
oslobet808.com,14,1,0,0,0,0,0,0,0,0,0,0
smakliter.pl,12,1,0,0,0,0,0,0,0,0,0,0
lpsind.com/VCIPaper.htm,23,2,1,0,0,0,0,0,0,0,0,1
zeoseven.com,12,1,0,0,0,0,0,0,0,0,0,0
volnorez.com,12,1,0,0,0,0,0,0,0,0,0,0
myclients.io,12,1,0,0,0,0,0,0,0,0,0,0
maxaro.nl,9,1,0,0,0,0,0,0,0,0,0,0
hfboards.com/showthread.php?t=795967,36,2,1,0,0,0,0,0,0,0,0,1
blend-ai.com,12,1,0,1,0,0,0,0,0,0,0,0
amazonslots.org,15,1,0,0,0,0,0,0,0,0,0,0
scribd.com/doc/61409473/Enterprise-Content-Management-ECM-High-impact-Strategies-What-You-Need-to-Know-Definitions-Adoptions-Impact-Benefits-Maturity-Vendors,157,1,3,17,0,0,0,0,0,0,0,1
actcompany.ca/Our%20Past%20Productions.htm,42,2,1,0,0,0,0,0,0,0,0,1
kccrime.blogspot.com/,21,2,1,0,0,0,0,0,0,0,0,1
adgfwf.co,9,1,0,0,0,0,0,0,0,0,0,1
www.libpng.org/pub/png/pngmisc.html,35,3,3,0,0,0,0,0,0,0,0,1
reference.com/browse/Honore,27,1,2,0,0,0,0,0,0,0,0,1
parikiaki.com/archives/7394,27,1,2,0,0,0,0,0,0,0,0,1
speedybet.es,12,1,0,0,0,0,0,0,0,0,0,0
2008.heavymtl.com/en/home,25,2,2,0,0,0,0,0,0,0,0,1
mannativf.com,13,1,0,0,0,0,0,0,0,0,0,0
lazudi.com,10,1,0,0,0,0,0,0,0,0,0,0
shanghaimm.cn,13,1,0,0,0,0,0,0,0,0,0,0
authors.simonandschuster.com/Patricia-Bosworth/1119417,54,2,2,1,0,0,0,0,0,0,0,1
589385.com,10,1,0,0,0,0,0,0,0,0,0,0
linkedin.com/directory/people/penhall.html,42,2,3,0,0,0,0,0,0,0,0,1
mafiaenshevn.com,16,1,0,0,0,0,0,0,0,0,0,0
ancgifrpx.szm.com/fr.htm?ayISAPI.dll?paymentarrivosignIn,56,4,1,0,0,0,0,0,0,0,0,1
zephta.com,10,1,0,0,0,0,0,0,0,0,0,0
http://www.gsmkamera.hu/index.html?option=com_virtuemart&page=shop.tos&fontstyle=f-smaller,90,4,3,1,0,0,0,0,0,0,0,1
glidernet.org,13,1,0,0,0,0,0,0,0,0,0,0
nationaljobs.washingtonpost.com/a/all-jobs/list/q-Seiu+United+Healthcare+Workers-west%2C+Seiu-uhw,97,2,4,4,0,0,0,0,0,0,0,1
fam.eastmill.com/f1290.htm,26,3,1,0,0,0,0,0,0,0,0,1
accentgroup.ro,14,1,0,0,0,0,0,0,0,0,0,0
http://katproxy.com/driverpack-solution-15-5-full-driverpack-s-15-04-5-team-os-hkrg-t10597131.html,98,2,3,13,0,0,0,0,0,0,0,1
jjjy3nc.com,11,1,0,0,0,0,0,0,0,0,0,0
vipcinemas.com,14,1,0,0,0,0,0,0,0,0,0,0
tez888.co.in,12,2,0,0,0,0,0,0,0,0,0,0
preprodtrafficmanager.azure,27,1,0,0,0,0,0,0,0,0,0,0
anyday.io,9,1,0,0,0,0,0,0,0,0,0,0
griffith.edu.au,15,2,0,0,0,0,0,0,0,0,0,0
vipsektorweb.net,16,1,0,0,0,0,0,0,0,0,0,0
http://www.easy-process.de/de/referenzen.html,45,3,4,1,0,0,0,0,0,0,0,1
wisetrck.com,12,1,0,0,0,0,0,0,0,0,0,0
http://thenextweb.com/opinion/2015/05/13/im-tired-of-startups-asking-us-to-take-the-risk-on-their-pre-order-products/,117,1,8,14,0,0,0,0,0,0,0,1
answers.com/topic/lachance-1,28,1,2,1,0,0,0,0,0,0,0,1
forums.autosport.com/index.php?showtopic=65849,46,3,1,0,0,0,0,0,0,0,0,1
filmcritic.com/reviews/2005/pride-prejudice/,44,1,4,1,0,0,0,0,0,0,0,1
www.ahdxgroup.cn/js/?us.battle.ne...,36,7,2,0,0,0,0,0,0,0,0,1
swi-tc.com,10,1,0,1,0,0,0,0,0,0,0,0
http://creche-hermonville.com/index.php?option=com_content&view=article&id=66&Itemid=77&fontstyle=f-default,107,2,3,2,0,0,0,0,0,0,0,1
ditadopop.com.br/SothebyRealty/loading.html,43,3,2,0,0,0,0,0,0,0,0,1
home.earthlink.net/~nrsa/ipb.html,33,3,2,0,0,0,0,0,0,0,0,1
confirm-your-service.com/14/3419e5f2b759d601a899fa61b1496086/,61,1,3,2,0,0,0,0,0,0,0,1
l6zvwkl.com,11,1,0,0,0,0,0,0,0,0,0,0
moenchengladbach.de,19,1,0,0,0,0,0,0,0,0,0,0
southbay.ymca.org/,18,2,1,0,0,0,0,0,0,0,0,1
tootsie.cn,10,1,0,0,0,0,0,0,0,0,0,0
stacjaobslugi.pl/wp-content/plugins/akismet/lndex.html,54,2,4,1,0,0,0,0,0,0,0,1
ritholtz.com,12,1,0,0,0,0,0,0,0,0,0,0
swell-theme.com,15,1,0,1,0,0,0,0,0,0,0,0
http://aljazeera.net/Home/GetPage/f6451603-4dff-4ca1-9c10-122741d17432/9da3016e-e397-46b3-b5bf-337daeb4a392,107,1,6,8,0,0,0,0,0,0,0,1
services-runescape-com-nss-forums.totalh.net/,45,2,1,4,0,0,0,0,0,0,0,1
geology.com/cities-map/missouri.shtml,37,2,2,1,0,0,0,0,0,0,0,1
gradintel.com,13,1,0,0,0,0,0,0,0,0,0,0
compeer.com,11,1,0,0,0,0,0,0,0,0,0,0
newdosug.eu,11,1,0,0,0,0,0,0,0,0,0,0
sa.my,5,1,0,0,0,0,0,0,0,0,0,0
stillcurtain.com,16,1,0,0,0,0,0,0,0,0,0,0
fialkowska.com/discography.aspx,31,2,1,0,0,0,0,0,0,0,0,1
movies.about.com/od/gosfordpark/Gosford_Park_2001.htm,53,3,3,0,0,0,0,0,0,0,0,1
scribd.com/doc/37646240/Broadcaster-2010-86-2-Winter,52,1,3,4,0,0,0,0,0,0,0,1
http://pznsk.ru/index.php?option=com_content&view=article&id=5&Itemid=11,72,2,3,0,0,0,0,0,0,0,0,1
veroniquesskincare.com/,23,1,1,0,0,0,0,0,0,0,0,1
ulsterbank.co.uk,16,2,0,0,0,0,0,0,0,0,0,0
http://distractify.com/post/related/id/554cd79e4a0c4b63184f885d/skip/30/limit/10/back/0,87,1,12,0,0,0,0,0,0,0,0,1
http://www.dijoser.pt/index.php/empresa/clientes/1-referencias/detail/9-ccrlvt.html?tmpl=component,98,4,8,2,0,0,0,0,0,0,0,1
vamdev.store,12,1,0,0,0,0,0,0,0,0,0,0
e2necc.com,10,1,0,0,0,0,0,0,0,0,0,0
justdropped.com,15,1,0,0,0,0,0,0,0,0,0,0
yumeconcert.com,15,1,0,0,0,0,0,0,0,0,0,0
galeriadistribuidora.com.br,27,2,0,0,0,0,0,0,0,0,0,0
http://www.nextance.com/index.php?option=com_content&view=category&layout=blog&id=38&Itemid=37,94,3,3,0,0,0,0,0,0,0,0,1
winwinbot.com,13,1,0,0,0,0,0,0,0,0,0,0
http://www.animalairways.com/news-and-events/press-releases/182.html,68,3,5,3,0,0,0,0,0,0,0,1
bridge.no,9,1,0,0,0,0,0,0,0,0,0,0
armchairgm.wikia.com/Kansas_City_Royals,39,2,1,0,0,0,0,0,0,0,0,1
http://jasquaniel.com/index.php?option=com_content&view=category&layout=blog&id=12&Itemid=5,91,2,3,0,0,0,0,0,0,0,0,1
oportalmix.com,14,1,0,0,0,0,0,0,0,0,0,0
bosangkahaji.id,15,1,0,0,0,0,0,0,0,0,0,0
pglucky88.live,14,1,0,0,0,0,0,0,0,0,0,0
amazon.com/Kollaps-Tradixionales-Silver-Memorial-Orchestra/dp/B002VVQ8MU,72,1,3,4,0,0,0,0,0,0,0,1
alasatakunta.fi,15,1,0,0,0,0,0,0,0,0,0,0
http://tunein.com/radio/Potomac-Nationals-at-Wilmington-Blue-Rocks-May-13-2015-p729094/15480783/ca-pub-1542925551861702/Program,127,1,7,11,0,0,0,0,0,0,0,1
karaokevecherinka.ru,20,1,0,0,0,0,0,0,0,0,0,0
tobu.co.jp,10,2,0,0,0,0,0,0,0,0,0,0
portaldacopa-2014.hostoi.com/cadastrt.php,41,3,1,1,0,0,0,0,0,0,0,1
bmw.com.tw,10,2,0,0,0,0,0,0,0,0,0,0
dolfijnvakanties.nl,19,1,0,0,0,0,0,0,0,0,0,0
www.led.co.th/images/paypal/account/paypal.com/uscgi-binwebscrcmd=_login.submit/dispatch=5885d80a13c0db1f8e263663d/3faee8d4026841ac68a446f69dad17fb2afeca3/,155,5,8,1,0,0,1,0,0,0,1,1
swanswaygarages.com,19,1,0,0,0,0,0,0,0,0,0,0
croonet.com/start/E_NDQ1NDEwMQ%3D%3D/,37,1,3,0,0,0,0,0,0,0,0,1
wbpoultryfederation.org,23,1,0,0,0,0,0,0,0,0,0,0
http://www.stiltex-grandchef.it/index.php?view=article&catid=31:grand-chef&id=57:i-punti-di-forza&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=87,170,3,3,5,0,0,0,0,0,0,0,1
rks.ru,6,1,0,0,0,0,0,0,0,0,0,0
pgsitecore.com,14,1,0,0,0,0,0,0,0,0,0,0
trailsource.com/scripts/trails.asp?CITY=Simi+Valley&STATE=California+-+Southern&TYPE=BIKE&CITYID=198,100,2,2,1,0,0,0,0,0,0,0,1
binaryinternet.com.au,21,2,0,0,0,0,0,0,0,0,0,0
hec.ca/en/cicma/,16,1,3,0,0,0,0,0,0,0,0,1
hinova.com.br,13,2,0,0,0,0,0,0,0,0,0,0
mapquest.com/maps?city=Naples&state=FL&cat=Butcher+shops,56,1,1,0,0,0,0,0,0,0,0,1
www.eecg.toronto.edu/icpp2002/,30,3,2,0,0,0,0,0,0,0,0,1
library.albany.edu/subject/french.html,38,3,2,0,0,0,0,0,0,0,0,1
emc-corp.net,12,1,0,1,0,0,0,0,0,0,0,0
clampettstudio.com/bios/robert_mckimson.htm,43,2,2,0,0,0,0,0,0,0,0,1
britannica.com/EBchecked/topic/96832/John-Dickson-Carr,54,1,4,2,0,0,0,0,0,0,0,1
www.usguernsey.com/jco.htm,26,3,1,0,0,0,0,0,0,0,0,1
absoluteastronomy.com/topics/Philippe_Wynne,43,1,2,0,0,0,0,0,0,0,0,1
kepriprov.go.id,15,2,0,0,0,0,0,0,0,0,0,0
panasonic.ca,12,1,0,0,0,0,0,0,0,0,0,0
ilike.com/artist/Bonnie+Pointer,31,1,2,0,0,0,0,0,0,0,0,1
celebritywonder.ugo.com/movie/1999_Sugar_Town.html,50,3,2,0,0,0,0,0,0,0,0,1
infozine.com/news/stories/op/storiesView/sid/27981/,51,1,7,0,0,0,0,0,0,0,0,1
123people.co.uk/s/rachel+wilson,31,2,2,0,0,0,0,0,0,0,0,1
http://okumaaliskanligi.com/okuma-aliskanligi/87-okuma-aliskanligi.html?font-size=larger,88,2,4,4,0,0,0,0,0,0,0,1
http://www.minutemanpizzaparlor.com/~minutema/index.php?option=com_content&view=article&id=3&Itemid=9,101,3,4,0,0,0,0,0,0,0,0,1
http://www.rentmedia.com.ua/component/content/article/57.html,61,4,6,0,0,0,0,0,0,0,0,1
allspins.org,12,1,0,0,0,0,0,0,0,0,0,0
starraytech.com,15,1,0,0,0,0,0,0,0,0,0,0
wata.pro,8,1,0,0,0,0,0,0,0,0,0,0
falltvpreview.com/channel.php?id=209,36,2,1,0,0,0,0,0,0,0,0,1
jproc.ca/rrp/rrp2/1980s_antennas.html,37,2,3,0,0,0,0,0,0,0,0,1
kupit-diplomus-v-balakovo-64.ru,31,1,0,4,0,0,0,0,0,0,0,0
thanhnienviet.vn,16,1,0,0,0,0,0,0,0,0,0,0
wmi2.net,8,1,0,0,0,0,0,0,0,0,0,0
info-galaxy.com/cards/,22,1,2,1,0,0,0,0,0,0,0,1
paywb.com,9,1,0,0,0,0,0,0,0,0,0,0
imdb.com/name/nm0008985/,24,1,3,0,0,0,0,0,0,0,0,1
http://table-cafe.com/index.php?view=article&catid=173:about-us&id=348:about&tmpl=component&print=1&page=,105,2,3,2,0,0,0,0,0,0,0,1
perlssend.com,13,1,0,0,0,0,0,0,0,0,0,1
yellowpages.ca/bus/Ontario/Toronto/Ogilvy-Renault-LLP/3515249.html,66,2,5,2,0,0,0,0,0,0,0,1
naturesfinest.pl,16,1,0,0,0,0,0,0,0,0,0,0
neolabgamepro.com,17,1,0,0,0,0,0,0,0,0,0,0
www.ornl.gov/~webworks/cppr/y2001/pres/120145.pdf,49,3,5,0,0,0,0,0,0,0,0,1
istikbalgazetesi.com,20,1,0,0,0,0,0,0,0,0,0,0
http://geoyoga.com/component/mailto/index.html?type=raw&tmpl=component&link=aHR0cDovL2dlb3lvZ2EuY29tL2NvbXBvbmVudC9jb250ZW50L2FydGljbGUvNDItZ2VuZXJhbC1hcnRpY2xlcy85Ny13ZWxjb21lLXRvLWdlb3lvZ2E=,192,2,5,0,0,0,0,0,0,0,0,1
http://www.anthalya.it/en/journalist-area/register.html,55,3,5,1,0,0,0,0,0,0,0,1
www.angelfire.com/jazz/lorenvale,32,2,2,0,0,0,0,0,0,0,0,1
svix.com,8,1,0,0,0,0,0,0,0,0,0,0
sonnyterryandbrowniemcghee.blogspot.com/,40,2,1,0,0,0,0,0,0,0,0,1
elcivismo.com.ar,16,2,0,0,0,0,0,0,0,0,0,0
cjob.com/Channels/News/Hamilton/story.aspx?ID=1183703,53,2,4,0,0,0,0,0,0,0,0,1
my-paypal.de/konto/77909/index.php,34,2,3,1,0,0,0,0,0,0,0,1
pricescope.com,14,1,0,0,0,0,0,0,0,0,0,0
youtube.com/watch?v=b0LIreBpusY,31,1,1,0,0,0,0,0,0,0,0,1
eventric.com,12,1,0,0,0,0,0,0,0,0,0,0
rocketsites.co.uk,17,2,0,0,0,0,0,0,0,0,0,0
nwdigits.com,12,1,0,0,0,0,0,0,0,0,0,0
www.webring.com/hub?ring=blogs,30,2,1,0,0,0,0,0,0,0,0,1
coldcreekauction.com/includes/.srv/srv/gate.php,47,3,4,0,0,0,0,0,0,0,0,1
http://top5bestwebhosts.com/index.php?view=article&catid=1:latest-news&id=47:webmasters-choice&tmpl=component&print=1&layout=default&page=,138,2,3,2,0,0,0,0,0,0,0,1
kivy.org,8,1,0,0,0,0,0,0,0,0,0,0
bookrags.com/lens/go.php?u=Republican_Party_%28United_States%29,63,2,2,0,0,0,0,0,0,0,0,1
http://lessenceimage.com/index.php?option=com_content&view=article&id=12:lessence-eventos&catid=1&Itemid=8,106,2,3,1,0,0,0,0,0,0,0,1
http://www.bandabiografia.com.br/index.php/agenda/details/272-formatura,71,4,6,1,0,0,0,0,0,0,0,1
centralscotlandlettings.co.uk,29,2,0,0,0,0,0,0,0,0,0,0
iclnoticias.com,15,1,0,0,0,0,0,0,0,0,0,0
potilaanlaakarilehti.fi,23,1,0,0,0,0,0,0,0,0,0,0
md-crimea.ru,12,1,0,1,0,0,0,0,0,0,0,0
fandango.com/ernesttruex/information/p71921,43,1,3,0,0,0,0,0,0,0,0,1
radio.userland.com/userGuide/advanced/techNotes/linkToRssFromHtml,65,2,4,0,0,0,0,0,0,0,0,1
https://volume91.com/rus1?gregrose@yahoo.com&amp;code=cggkqweixe,64,2,3,0,1,0,0,0,0,0,0,1
henselite.com,13,1,0,0,0,0,0,0,0,0,0,0
www.dicecollector.com/DUPS.HTM,30,3,1,0,0,0,0,0,0,0,0,1
archive.org/stream/StateOfMinnesotaPayrollDatabaseFeb2009/MN-execBranch-Jan2009_djvu.txt,88,2,3,2,0,0,0,0,0,0,0,1
facebook.com/pages/Transform-122/143279842360367,48,1,3,1,0,0,0,0,0,0,0,1
hexeum.net,10,1,0,0,0,0,0,0,0,0,0,0
ferdvixtee12.h19.ru/Informativo-Online07/Central-Atendimento/,61,2,3,2,0,0,0,0,0,0,0,1
bbb.org/kansas-city/business-reviews/schools-business-and-vocational/centriq-training-in-leawood-ks-99126154,108,1,4,10,0,0,0,0,0,0,0,1
https://betasus31.blogspot.com/,31,2,3,0,1,0,0,0,0,0,0,1
r2r.io,6,1,0,0,0,0,0,0,0,0,0,0
btsgpw.cn,9,1,0,0,0,0,0,0,0,0,0,0
http://27.41.224.202:42504/Mozi.m,33,4,3,0,0,0,0,0,0,0,0,1
blancavungtau.net.vn,20,2,0,0,0,0,0,0,0,0,0,0
zerochan.net,12,1,0,0,0,0,0,0,0,0,0,0
timewatch.co.il,15,2,0,0,0,0,0,0,0,0,0,0
sfetd-douleur.org,17,1,0,1,0,0,0,0,0,0,0,0
jettools.ru,11,1,0,0,0,0,0,0,0,0,0,0
gz600.cn,8,1,0,0,0,0,0,0,0,0,0,0
1shangye.cn,11,1,0,0,0,0,0,0,0,0,0,0
home.earthlink.net/~fmtrading,29,2,1,0,0,0,0,0,0,0,0,1
http://buzzfil.net/article/5664/photo-look/voici-le-top-25-des-agents-qui-savent-se-divertir-2.html?href=inner_website,118,2,6,11,0,0,0,0,0,0,0,1
www.faqs.org/faqs/emulators-faq/,32,2,3,1,0,0,0,0,0,0,0,1
articles.courant.com/keyword/bob-steele,39,2,2,1,0,0,0,0,0,0,0,1
