sno,url,label
111,gurufocus.com/news/116068/who-is-the-warren-buffett-of-canada-prem-watsa-of-fairfax-financial-ffh-or-paul-desmarais-of-power-corporation-of-canada-pow,1
112,http://www.bg-ricevimenti.it/index.php/location/osteria-del-molo.html?fontstyle=f-smaller,1
113,stewstew.com,1
114,livingharvest.com/products/ice-cream-bars,1
115,http://icicibank.com/personal-banking/offers/offer-detail.page?id=offer-readers-digest-magazine-offer-20150202203953555,1
116,http://9779.info/%e5%84%bf%e7%ab%a5%e7%ab%8b%e4%bd%93%e7%ba%b8%e8%b4%b4%e7%94%bb,1
117,bleacherreport.com/articles/300242-doug-harvey-one-of-the-best-ever-to-play-the-game,1
118,http://www.boeuf-soufflenheim.com/de.feed?type=rss,1
119,artfacts.net/it/istituzion/ms--muzeum-sztuki-lodz-2724/visione-generale.html,1
120,parsippanysoccerclub.org,1
121,international.uiowa.edu/services/language/allnet/resources/languages/turkish.asp,1
122,btscene.eu/verified-search/torrent/franco+piersanti,1
123,signature-editions.com,1
124,en.wikipedia.org/wiki/blessed_by_a_broken_heart,1
125,http://www.trenker-bestattungen.de/index.php?option=com_content&view=article&id=13&itemid=14,1
126,national.ca/bold-thinking/national-publications.aspx,1
127,halkbankparaf-para.com,1
128,http://motthegioi.vn/the-gioi-cuoi/clip-dai-gia-mac-ca-voi-co-ban-banh-my-185682.html,1
129,metroactive.com/papers/metro/01.29.98/idiotflesh-9804.html,1
130,https://twitter.com/home?status=%e3%83%8c%e3%81%91%e3%82%8b%ef%bc%81%e3%80%90%e3%82%a2%e3%83%8b%e3%83%a1%e3%80%91+http%3a%2f%2fero-video.net%2ft%2fwjfl4fhpp1lpxtzb+%e3%82%a2%e3%83%aa%e3%82%b5%e5%86%8d%e3%81%b3%ef%bc%81%e3%82%a8%e3%83%ad%e3%82%a2%e3%83%8b%e3%83%a1+%23ero+%23douga+%23agesage,1
131,http://correios.com.br/para-sua-empresa/comunicacao/certificados-digitais/ajuda-interativa/informacoes-sobre-a-baixa-dos-certificados-a1,1
132,http://olx.ro/i2/electronice-si-electrocasnice/electrocasnice/masini-de-cusut/gtm.start,1
133,http://www.aba-diagnostic.com/espace-prive/reset.html,1
134,msn.foxsports.com/nhl/player/yann-sauve/720461,1
135,hallmark.businessgreetings.com,1
136,musicstack.com/records-cds/toni+tony+tone,1
137,nudecelebsnow.com/tags/1/victoria+justus.htm,1
138,http://www.paoarapanui.cl/index.php?option=com_contact&view=contact&id=1&itemid=6,1
139,worldwrestlinginsanity.com/am2/publish/ringofhonorlive/roh_sinclair_tv2.shtml,1
140,http://www.designeremdoces.com/components/com_contact/ggdrives,1
141,http://slashdot.org/submission/2916707/facebook-to-include-profile-photos-in-its-facial-recognition-database,1
142,facebook.com/people/yui-takeshita/100001611015714,1
143,sportsposterwarehouse.com/items_388__grandprixclassicscoll.html,1
144,padmapper.com/search/apartments/quebec/montreal-est,1
145,mrskin.com/christina-ricci-nude-c868.html,1
146,lip-service.com/webzine/tag/post-apocalyptic-fashion,1
147,http://www.tiendagnulinux.com.ar/calcomanias-en-vinilo?page=shop.browse&category_id=52,1
148,http://chelurao.ru/index.php?option=com_content&view=article&id=9&itemid=10&lang=ru,1
149,linkedin.com/pub/dir/elizabeth/scarborough,1
150,cqgcr.ca/ang/producer01.php,1
151,huffingtonpost.com/2011/10/24/south-carolina-primary-case_n_1029599.html,1
152,http://qz.com/403774/quartz-daily-brief-japanese-military-verizon-aol-sporty-branson-saucy-swedes,1
153,select.nytimes.com/gst/abstract.html?res=f70814f93b581a7a93cba9178bd95f4c8385f9,1
154,startrekcostumes.net,1
155,en.wikipedia.org/wiki/neil_curtis,1
156,music.carowinds.com,1
157,http://9779.info/%e6%a0%91%e5%8f%b6%e7%b2%98%e8%b4%b4%e7%94%bb,1
158,newjersey.craigslist.org,1
159,roverslands.net,1
160,familypedia.wikia.com/wiki/joseph_philippe_roi_de_villere_%281727-1769%29,1
161,http://mylust.com/videos/232790/hentai-slut-with-big-juicy-tits-gets-fucked-doggy-style,1
162,acronymfinder.com/john-burroughs-high-school-(burbank%2c-ca)-(jbhs).html,1
163,http://www.familienbund.org/index.php?option=com_content&view=article&id=291:stellungnahme-des-familienbundes-der-katholiken-zum-referentenentwurf-eines-gesetzes-zur-erweiterung-der-grosselternzeit-&catid=5:stellungnahmen&itemid=8,1
164,http://www.vanoorschotkranen.nl/hoogwerker/hoogwerkers.pdf,1
165,youtube.com/watch?v=k_-bsye-y08,1
166,myspace.com/jking909,1
167,http://www.academiedumeuble.ca/index.php?option=com_seminar&task=3&cid=516&sem_midx=0&sem_jidx=0&itemid=69,1
168,corporacionrossenditotours.com,1
169,http://maslen.sk/index.php?option=com_contact&view=contact&id=37:iados-o-obchodnu-spolupracu&catid=29:dopytformular&itemid=5,1
170,http://www.clinicatecma.es/index.php/densiometria,1
171,movies.msn.com/celebrities/celebrity/george-'gabby'-hayes,1
172,idlebrain.com/news/functions/engagement-brahmini.html,1
173,vh1.com/video/that-metal-show/full-episodes/carmine-appice-dave-meniketti/1663564/playlist.jhtml,1
174,archiver.rootsweb.ancestry.com/th/read/gen-obit/2007-04/1176208149,1
175,perezhilton.com/category/william-shatner,1
176,fsnaindia.com,1
177,actionjaxon666.wordpress.com/2011/02/24/new-macbook-pros-secretly-16gb-capable,1
178,en.wikipedia.org/wiki/kenji_nojima,1
179,alaskajewelry.com/colored-stone-tanzanite-rings-c-21_72_91.html?=&infobox=0,1
180,greenparty.ca/campaign/24048,1
181,http://mic.com/articles/117758/mtv-just-gave-these-artists-a-huge-platform-to-bring-attention-to-indigenous-rights,1
182,randomhouse.com/book/84548/tapestry-of-spies-by-stephen-hunter,1
183,argentinawarez.com/musica-mp3-gratis/65991-ost-boat-rocked-soundtrack-2cd-2009-a.html,1
184,192.com/atoz/people/gerrard/steven,1
185,users6.nofeehost.com/aldenh/493.html,1
186,facebook.com/opalhilldrive,1
187,scottss.com,1
188,http://drive-google-com.fanalav.com/6a7ec96d6a4b8b887e9f9ace81b40a99,1
189,manta.com/ic/mt6fkz0/ca/residence-sault-au-recollet,1
190,http://www.perthshire-caravans.co.uk/stock-list/caravans/706-elddis-odyssey-540,1
191,forum.exscn.net/archive/index.php/t-10778.html?pda=1,1
192,superpages.com/bp/kansas-city-ks/kansas-city-terminal-railway-l2170949422.htm,1
193,maxlapointe.com/?p=141,1
194,http://rendeck.com/index.php/nl/vacatures/table/9/0/index.html?resetfilters=0,1
195,ca.ratemyteachers.com/louise-trichet/106184-s,1
196,cardomain.com/ride/2424103/2006-pontiac-gto,1
197,apps.facebook.com/ilike/artist/les+respectables,1
198,cbssports.com/nba/players/playerpage/20626/paul-pierce,1
199,detkreimeier-fotografie.de,1
200,http://listovka.info/xmap.html,1
201,home.comcast.net/~jcage89/350z/navbox/index.htm,1
202,margaritawill.com/hotdogs,1
203,pipl.com/directory/name/pallas/tony,1
204,newyorker.com/archive/1982/04/12/1982_04_12_039_tny_cards_000335949,1
205,youtube.com/watch?v=emy1ft3pqh8,1
206,law.cornell.edu/wex/joint_venture,1
207,pitchfork.com/reviews/albums/13979-broken-bells,1
208,http://skyrock.com/videos/edjwodrhnzoxmw==-bug-1187-moi-ma-famille.html?top=3&period=recent,1
209,hollywood.com/movie/biutiful/6870447,1
210,facebook.com/pages/the-paul-lynde-halloween-special-1976/280289980245,1
211,hot-people.info/crossett_ar_dorothy-moore_eric--newton_1051.html,1
212,onlineradio7.com/listen/cflo_1047,1
213,http://9779.info/%e5%8f%a4%e4%bb%a3%e4%ba%8c%e5%8d%81%e5%9b%9b%e5%ad%9d%e5%b8%83%e8%b4%b4%e7%94%bb,1
214,http://www.jnpiraq.net/arabic/index.php?option=com_content&view=article&id=610&catid=5&itemid=10,1
215,artistswithaids.org/artforms/music/catalogue/rileyl.html,1
216,http://www.versverwerktegroenten.nl/bruine-bonen.html,1
217,mylife.com/dominicbouchard,1
218,mmagearguide.com/ufc-117-t-shirts-silva-vs-sonnen,1
219,worldtraveltours.org/4-alternative-places-you-can-choose-at-montreal-travel/.html,1
220,iptv.org,1
221,elliscountydivorcelawyer.com/ellis-county-post-divorce-modification.htm,1
222,http://grantland.com/the-triangle/2015-mlb-over-under-bets-chicago-cubs-houston-astros-oakland-as-tampa-bay-rays,1
223,fanpix.net/gallery/doug-savant-pictures.htm,1
224,chacha.com/question/what-time-does-metro-center-mall-close,1
225,marcospecialties.com/storeitems.asp?game=chicago%20coin&chicago%20coin=red%20baron%20(blue%20max),1
226,hdlns.com/g508zf1457/kansas+city+star+obituaries+obituaries+from+kansas+city+star+kansas+city%2c+mo,1
227,familytreemaker.genealogy.com/users/v/e/r/james-r-verrier/gene7-0008.html,1
228,therainmakersmessageboard.yuku.com,1
229,tumblr.com/tagged/sebastien+lefebvre,1
230,ussoccer.com/news/soccer-wire/2002/10/u-s-soccer-wire-galaxy-claims-2002-mls-cup-with-1-0-double-ot-win-over-revs-will-go-for-rare-double.aspx,1
231,filmannex.com/movie/1984-olympics-fencing-men-saber/21938,1
232,allaboutjazz.com/php/musician.php?id=3751,1
233,info-pages.000webhostapp.com,1
234,skiracing.com/?q=node/514,1
235,myptccash.com,1
236,ertx.com/movie/2008/mad-about-mambo,1
237,classicbikepictures.co.uk/c319/p2499/for_sale/yamaha%c2%a0yfu1wyfu1-t_for_sale.html,1
238,http://thenextweb.com/dd/2011/05/09/squarespace-to-begin-version-6-beta-testing/gtm.js/gtm.js,1
239,http://ecoledecoiffurecarolinelaprise.com/formations/pose-ongles/108.html,1
240,mtlasm.blogspot.com,1
241,http://chinacxyy.com/piccodejs-000.asp?lm2=191&x=3&y=2&w=90&h=63&open=1&n=10&tj=0,1
242,medicinenet.com/heel_spurs/city.htm,1
243,music.yahoo.com/nothingface,1
244,http://9779.info/%e6%8a%98%e7%ba%b8%e6%89%87%e5%ad%90%e6%8b%bc%e8%b4%b4%e7%94%bb,1
245,espn.go.com/college-football/team/_/id/2306/kansas-state-wildcats,1
246,bleacherreport.com/articles/811265-mlb-power-rankings-comparing-every-mlb-team-to-a-classic-80s-rock-band,1
247,citiprepaid-salarysea-at.tk,1
248,famoushookups.com/site/relationship_detail.php?name=martin-brodeur&celebid=12150&relid=11371,1
249,genealogybuff.com/ar/clark/webbbs_config.pl/noframes/read/10,1
250,microlabsltd.com,1
251,tripadvisor.com/showuserreviews-g57417-d1013388-r21219909-mulligan_s-stratton_mountain_vermont.html,1
252,http://www.smc-images.co.uk/images/index_hvoda_2311_10.html,1
253,flickr.com/people/sleepingelf,1
254,http://www.nabu-gaildorf.de/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=01&itemid=33,1
255,subscene.com/taking-woodstock/subtitles-80048.aspx,1
256,http://kccs.nichost.ru/index.php?option=com_content&view=article&id=107:-24052012-213&catid=17:news&itemid=35,1
257,http://www.nubiafarias.com/v1/index.php?option=com_mailto&tmpl=component&link=b9f337d1ca40d09a113ab5ae6426a96e642fb2af,1
258,http://thenextweb.com/insider/2014/10/29/unbabel-integrates-mailchimp-offer-translation-service-promotional-emails/gtm.js/gtm.start,1
259,tabs.ultimate-guitar.com/a/audioslave/audioslave_album_btab.htm,1
260,sunjournal.com/section/news/5974,1
261,http://www.elektro-vozila.si/motocikli/novice/volta-bcn-city-je-elektricni-mestni-supermoto-iz-spanije,1
262,ethicalsuperstore.com/products/green-and-blacks/organic-hot-chocolate-drink/?_$ja=tsid:6494%7ccc:%7cprd:12744%7ccat:groceries+%26+everyday+%3e+drinks+%3e+chocolate,1
263,lilliputreview.blogspot.com/2011/04/r-h-blyth-on-waka-and-haiku.html,1
264,http://www.musimagen.com/lista_socios.php?pagina=15&letra=,1
265,basketball.wikia.com/wiki/golden_state_warriors,1
266,ech.cwru.edu/ech-cgi/article.pl?id=pgs,1
267,filmaffinity.com/es/search.php?stype=cast&stext=elliott+gould,1
268,chicopeemasoniclodge.org/westover.htm,1
269,filmcritic.com/features/2008/10/american-science-fiction-movies,1
270,geographic.org/geographic_names/v/ve_014.html,1
271,paperbackswap.com/sadie-rose-adventure-hilda-stahl/book/0891076352,1
272,baseball-almanac.com/players/player.php?p=hengeda01,1
273,biographi.ca/en/showbio.asp?bioid=41243,1
274,deborahfrances-white.com/stand-up.html,1
275,spcmoray.com,1
276,http://sexshop-bg.biz/products?page=shop.browse&category_id=276,1
277,edu.gov.on.ca/eng/sift/indexsec.asp,1
278,benoitglazer.com,1
279,judgepedia.org/index.php/alan_gold,1
280,http://mueblesjulianjimenez.es/index.php?page=shop.browse&category_id=14&option=com_virtuemart&itemid=9,1
281,sbnation.com/ncaa-football/players/36729/brandon-smith,1
282,isearch.com/searching.php?qloc=&showform=name&qname=robin+kelly&refer=3338,1
283,http://fischereiverein.org/bildergalerie/category/45-faenge-oktober-2010,1
284,ratemyteachers.com/amelia-high-school/15131-s,1
285,http://www.expatsalon.ru/index.php/2009-03-04-07-22-09/category/7-.html?start=20,1
286,http://apoiojur.com.br/index.php?%2ftable%2fadministrativo%2f,1
287,http://www.steffen-lemme.de/contact/berliner-buero/besuch-in-berlin,1
288,http://djsipke.nl/foto-album/1-cafedeknyp/detail/74-104.html?tmpl=component,1
289,carfloormatsforsale.com/door-sill,1
290,http://www.harley-davidson-dijon.com/component/adsmanager/1-/737-,1
291,facebook.com/pages/liberman-broadcasting/106123536086051?sk=info,1
292,thefreelibrary.com/no+catholic+schools+in+quebec.-a030534573,1
293,cngzhz.en.ec21.com,1
294,atlasshrugs2000.typepad.com/atlas_shrugs/2007/08/your-black-musl.html,1
295,rotoworld.com/player/nhl/1413/player?r=1,1
296,facebook.com/topic.php?uid=34012632110&topic=5794,1
297,tomdegan.blogspot.com,1
298,http://www.smartphone.net.br/index.php?option=com_content&view=article&id=66&itemid=60&lang=pt,1
299,http://www.annamodlo.com.ua/index.html,1
300,http://codecanyon.net/item/hide-my-joomla-hide-your-source-links/full_screen_preview/8988449,1
301,cswisdom.com,1
302,http://www.aquamarinadivingtenerife.com/en/sites-of-interest.html,1
303,http://www.lafavoritacb.com/index.php?option=com_content&view=article&id=107:horarioinvierno&catid=43:articulos&itemid=77,1
304,ibabuzz.com/outtakes/category/night-owl/crown-city-rockers,1
305,youtube.com/watch?v=ueziuaqr9lu,1
306,en.wikipedia.org/wiki/simonne_monet-chartrand,1
307,http://www.sidecocarrelli.it/x.txt,1
308,http://www.metalsul.ind.br/site/index.php?option=com_morfeoshow&itemid=,1
309,martindale.com/brett-donald-mcintosh/834737-lawyer.htm,1
310,frillr.com/?q=taxonomy/term/1733,1
311,bankingblog.celent.com/?p=2493,1
312,en.wikipedia.org/wiki/category:american_religious_leaders,1
313,narrativemagazine.com/authors/saul-bellow,1
314,benmeadowcroft.com/reports/corbato,1
315,spokeo.com/mike+burrows,1
316,http://otomoto.pl/ciezarowe/ew4hou_an610rpsocimkj_iulbofatby4b0mlqoh7lf.b7/jock7gzdoyrcit2176ilzhcz8uopogct6y1ax8fntpf.l7,1
317,youtube.com/watch?v=fxwq7qmyb2s,1
318,cifstate.org,1
319,nchsband.com,1
320,tvguide.com/celebrities/peter-keleghan/169984,1
321,arstechnica.com/apple/news/2011/07/how-charlie-miller-discovered-the-apple-battery-hackhow-a-security-researcher-discovered-the-apple-battery-hack.ars,1
322,blog.metmuseum.org/penandparchment/tag/hours-of-jeanne-devreux,1
323,divacafe.net,1
324,archive.org/stream/lifeofmaryqueeno00headuoft/lifeofmaryqueeno00headuoft_djvu.txt,1
325,http://buzzfil.net/article/5646/animaux/on-dirait-une-attaque-mais-la-realite-en-est-tout-autre-3.html?href=inner_website,1
326,http://portal.dddgaming.com/docs/rules/15022/cn/game_cn.html?amlumjaxnq%3d%3d,1
327,manta.com/c/mmq1m7y/coldwell-banker-heart-america,1
328,superpages.com/bp/milford-oh/cliff-riley-insurance-l0125750056.htm,1
329,ideas.repec.org/e/ppe73.html,1
330,http://www.school91.kiev.ua/index.php?option=com_content&view=category&layout=blog&id=38&itemid=57,1
331,flickr.com/photos/cornforthimages/5812399737,1
332,http://djkatrina.ru/sobytiya/meropriyatiya/klub-prime-otkryvaetsya-posle-remonta-i-razdaet-podarki.html,1
333,national.citysearch.com/profile/45753728/vacaville_ca/fentons_creamery.html,1
334,http://yourlust.com/videos/tight-euro-teen-anna-gets-properly-fucked-on-the-floor.html,1
335,nytimes.com/pages/books/index.html,1
336,legendsofhockey.net/legendsofhockey/jsp/searchplayer.jsp?player=10372,1
337,http://szgs.ru/information-for-you/interesting-articles/13-2008-08-04-06-37-10.html,1
338,http://www.sandroecicero.com.br/index.php?option=com_content&view=article&id=1&itemid=3&vsig1_0=18,1
339,homegain.com/local_real_estate/nd/argusville.html,1
340,http://9779.info/%e7%ae%80%e5%8d%95%e6%8a%98%e7%ba%b8%e7%b2%98%e8%b4%b4%e7%94%bb,1
341,http://noticias.uol.com.br/album/bbc/2015/04/01/obras-de-anel-rodoviario-de-r-68-bilhoes-afetam-rios-e-nascentes-em-sp.htm,1
342,theglobeandmail.com/news/opinions/editorials/in-the-commons-the-kids-are-alright/article2011610,1
343,bw.edu/athletics/fb/staff/grabowski,1
344,appieid-enable.com,1
345,fadsplymouth.com,1
346,locatetv.com/tv/ellen-degeneres-show/1964142/episode-guide,1
347,imdb.com/name/nm0769371,1
348,scotborders-folk.org.uk/labels.htm,1
349,visa.ca/gvav/list2005.jsp?year=2005&curmonth=12,1
350,autopostoajax.com.br,1
351,en.wikipedia.org/wiki/party_of_one_(peter_elkas_album),1
352,http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-bach-khoa-ha-noi-nam-2014-487293.html,1
353,http://pikabu.ru/tag/%d0%bc%d0%b8%d0%bd%d0%b8%d0%bc%d0%b0%d0%bb%d0%b8%d0%b7%d0%bc/hot,1
354,http://www.ekino-neureut.de/index.php?option=com_content&view=article&id=15&itemid=15,1
355,http://www.rockabilly.it/gruppi/52-four-stars.html,1
356,http://www.rathgaelgym.org/squads/mag.1,1
357,absoluteastronomy.com/topics/legion_of_merit,1
358,thaiairways.com,1
359,famouspeople.com/famous_biographies/lizzie_stanton.htm,1
360,triclopsband.com,1
361,mp3raid.com/music/lo_key.html,1
362,amtrakcalifornia.com/index.cfm/routes/san-joaquin,1
363,4martinique.com,1
364,http://apoiojur.com.br/index.php?%2fnoticias%2fnoticias.html,1
365,http://extratorrent.cc/torrent/4189694/linux+user+%26+developer+-+50+critical+fixes+%28issue+152%2c+2015%29.html,1
366,http://www.graz4u.at/de/produkte/187-high-level-e-mail-security.html,1
367,dwaynemeisner.com,1
368,linkedin.com/pub/john-barkley/7/764/916,1
369,flyershistory.com/cgi-bin/b-player.cgi?bernie_parent,1
370,http://www.richpictures.co.uk/home/viewpost/232,1
371,topix.com/ca/montreal-qc-montreal-nord,1
372,http://9779.info/%e5%b9%bc%e5%84%bf%e7%b2%bd%e5%8f%b6%e8%b4%b4%e7%94%bb,1
373,trssllc.com,1
374,allgame.com/game.php?id=39396,1
375,renerichardcollections.com/media.html,1
376,securityfirstinternationalholdings.com,1
377,factbites.com/topics/leyte,1
378,car-stuff.com/pontiacgrandprixparts.htm,1
379,usa-people-search.com/find-steven-schwartz-co.aspx,1
380,muhanovabeauty.ru,1
381,http://www.simmeurope.com/index.php?view=article&id=23:budget-economique-exploratoire-pour-lannee-2012&tmpl=component&print=1&layout=default&page=&option=com_content&itemid=48,1
382,en.wordpress.com/tag/j-pop,1
383,pinoyexchange.com/forums/archive/index.php/t-194687.html,1
384,classicflix.com/buster-keaton-shorts-collection-bluray-1920-1923-p-11169.html,1
385,http://spplodz.nazwa.pl/archiwum/2006_08b.php,1
386,vodacom.co.za,1
387,http://www.bertilohlsson.com/de/component/user/login?return=ahr0cdovl3d3dy5izxj0awxvagxzc29ulmnvbs9iawxkzxjnywxlcmlll2tsyxnzaxnjagutzg9zzw4vcnvuzgutzm9ybt9syw5npwrl,1
388,uwsuper.edu/alumni/halloffame/individuals.cfm,1
389,http://www.besztercekk.hu/index.php?option=com_lr&view=stadium&id=1&itemid=162,1
390,suite.tekora.com/i/philippecoupjambet,1
